label,text,is_valid
GREEN,"04-Feb-2021  Progress   Attended meeting with customer (04-Feb)   Provided BICC overview on how to find the database/VO mapping for BICC   Shared documentation and BICC.pdf (How to get started)   Showed the BICC console screen, and navigated to them on how to find the mappings for IC objects.   Suggested Jon Kim (CoE) to document the IC objects and BICC VO that could be a reusable asset for CoE team   Attended meeting with Customer (26-Jan)   Customer is live on Incentive compensation and had questions on data export   Clarified that they can use BICC for large data export and shared additional insights.  Next Steps   No action items  Risk   No risks identified",FALSE
GREEN,Request for help in configuration of OGG - Conf call is being setup.,FALSE
GREEN,3 Feb 2021: Sales Consulting is leading this project; we are standing-by should they require assistance.,FALSE
AMBER,"8 Feb 2021: Reviewed the SRs, there is insufficient information to properly troubleshoot (no report files and no table metadata information). From the discard files the issue is stemming from an ORA-1403 returned by the database for a PK update operation which results in an abend with an ORA-0001 error. The customer has reperror (-1403, transabort) and reperror (-1, transabort) enabled and a wildcard MAP with MAPEXCEPTION enabled. Details in the SR leads me to believe the source and target table are of differing structures. Need report files and source/target table metadata to properly troubleshoot.  See comments for more.",FALSE
AMBER,3 Feb 2021: Reviewed AWR data and had Steve and Sourav also take a look. There is nothing that shows any reason why Parallel Integrated Replicat stalled. We really needed ASH data; which is no longer available. Replied to account team with this information and recommendations the customer should take (see comments).,FALSE
GREEN,"Outcome: Oracle sales architect wanted to vet supplier security design with A-team.  Progress (2/8/21):   Held a call with Phil Cramp, the requester. Reviewed another solution we prepared for Guardian life insurance, with him. He is now okay with his proposal, which is in the attached deck.  Next steps:   Close ticket.",FALSE
GREEN,"Outcome: ECA wants to determine whether connectivity paths are compliant to customer's requirements.  Progress: 2/8/21   Attended a short call with Oracle field team.   Pointed them to documentation on OCI to OCI-C connectivity.   Asked them to work with networking team on connectivity between OCI, OCI-C and Austin Datacenter. A-team virtual team does not deal with products hosted in ADC.  Next steps:   Close ticket.",FALSE
AMBER,"Waiting on Customer,   Sent Introductory Email",FALSE
GREEN,Met with customer and resolved their DNS issues. Discovered a new limitation with the use of DNS CNAME records.,FALSE
RED,Met with customer and guide them through the configuration  Customer says they are still having issues. Reopened the ticket and am meeting with them today.,FALSE
RED,"Customer received approval from DevOps to have 10 concurrent queries allowed to run for 60 minutes max.  Met with customer, PMs and account team. Customer is experiencing a hard 10 minute timeout limit on many DB queries from OAC. Normal course of action is for customer to tune the queries. They do not want to do that. They may ask for EVP approval of a limit change just for them.",FALSE
AMBER,Last update: 18-January-2021   A summary of the key ask / piece of work   to help the customer becoming ready for go-live   together with Bala we could support the account team to develop a strategy to eliminate duplicate records in their supplier base   together with FIN Dev we could clarify the open questions about US 1099 reporting SQL   Accomplishments   open issues were discussed and roadblocks were removed   Next steps to close (with planned dates)   on hold until Feb 1 2021 before closing   Risks (technical or business)   none   Agreed outcome   issue fixing,FALSE
AMBER,Reviewed SR and joined troubleshooting call with customer. Support has a good handled on the troubleshooting and created the bug for the logminer issue.  Bug 32357582 - LOGMNR CAPTURING NULL VALUE FOR VARCHAR COLUMN CAUSING DATA INCOSISTENCIES AT TARGET,FALSE
RED,Missing milestone due to various challenges and issues.,TRUE
RED,All works are on track beside the South Side portion which has been held up due to traffic issues.,TRUE
AMBER,Solution Milestone at risk due to continued data sourcing delays.,TRUE
GREEN,"Work is progressing to map out processes, agree the tools to feed into an optimised plan.",TRUE
RED,Work is at risk due to missing data,TRUE
AMBER,"Received the data, Work and milestone is back on track, moving forward",TRUE
GREEN,"The task milestone is on track and moving, meeting the deadline",TRUE
RED,"This task is missing milestone and work is slow, need more staff",TRUE
AMBER,The task will be delayed as we are unable to find staff.,TRUE
GREEN,This project milestone is reached. The project is on track and on budget,TRUE
AMBER,The task is likely to be delayed due to staff shortage. At this point the best mitigation is to add to replan the schedule.,TRUE
AMBER,This task has been delayed due to delivery of hardware for server deployment will delay system coming online. Searching for temporary backup hardware,TRUE
AMBER,This task is likely to be delayed from the vendor side mean the project schedule could be delayed,TRUE
AMBER,Some unplanned leaves have been taken by the project team.  There could be some impact on the schedule.,TRUE
RED,"This task is delayed as the majority of the staff are down with COVID, this has a significant impact to the project schedule.",TRUE
GREEN,"Started working on this task, it is on track to complete on-time.",TRUE
GREEN,All activities continue to plan with Stage Gate approval.\n\nAnalysis on the Database has completed and options are currently under assessment to bring the system into compliance.,TRUE
RED,The project may not be delivered within the project's estimated timeline.,TRUE
AMBER,The project may have to be rescheduled to a future delivery date if there are no more milestones/dates available.,TRUE
GREEN,"If the project has any impact on business as usual, any impact assessments should be re-evaluated.",TRUE
AMBER,The project manager needs to keep in contact with the vendor and keep the project on track.,TRUE
AMBER,The project manager needs to make sure that the product is delivered on time.,TRUE
AMBER,The project manager should make sure that all dependencies have been accounted for.,TRUE
AMBER,The project manager should make sure that the project is being run in the most cost effective way.,TRUE
RED,We are unable to carry out the task at this time due to lack of staff.,TRUE
RED,The task will be delayed until we can find a suitable person to carry out the task.,TRUE
RED,We are unable to carry out the task at this time due to lack of staff.,TRUE
RED,The task will be delayed until we can find a suitable person to carry out the task.,TRUE
RED,As we are unable to find staff to carry out the task we are unable to guarantee that the task will be completed on time.,TRUE
RED,The task will be delayed until we can find a suitable person to carry out the task.,TRUE
RED,"The data ingestion challenges are due to the fact that we are ingesting data from multiple sources. The complexity of the platform is due to the fact that it has a different data model, which is not compatible with",TRUE
GREEN,The project team is working efficiently and productively.,TRUE
GREEN,The project is on schedule.,TRUE
GREEN,The project is meeting the business needs.,TRUE
GREEN,The project is stable and on schedule.,TRUE
GREEN,The project is meeting the quality standards.,TRUE
GREEN,The project is meeting the quality requirements.,TRUE
GREEN,The project is meeting the technical requirements.,TRUE
GREEN,The project is meeting the requirements for the business.,TRUE
GREEN,The project is meeting the requirements for the quality.,TRUE
GREEN,The project is meeting the requirements for the schedule.,TRUE
RED,"If we are unable to complete the project within this time frame, we will be forced to cancel the project.",TRUE
AMBER,"Next meeting is being planned, waiting on JPAC team.  High volume customers had performance, scalability challenges in CDM like AT&T, Exelon, Bay Bank etc.",TRUE
AMBER,There are about 30 customers their team is focusing on; engaging at executive level.  Many projects in parallel and governance is required.,TRUE
GREEN,Requested customer to reach out if they have specific questions.,TRUE
GREEN,"There are period where it goes over 1 second and a couple of times when it spiked to over 3 seconds. Trail rolls will affect performance and suspect the customer took the default Trail size, which is too small in this instant. Also seeing network issues. We need to close out our involvement with this PoC as there is no way we will ever attain 1 second or less latency in this shared, test environment.",TRUE
AMBER,"As per CSM, there are multiple meetings happening.  They have multiple implementation partners,  IT & Business collaboration challenges and IT is not involved in the sales cycle. Also,  re-engineering business processes could bring in complex customizations and too many consuming applications 25+.  Implementation looks like on-prem implementation.",TRUE
AMBER,Meeting with partner being scheduled to understand the performance issues and business needs.   Multi-pillar implementation & performance challenges.,TRUE
RED,"When project started WSP decided to replace CPQ licenses with more sales users, CPQ is not in scope.  Suggested to have someone with Apps-Tech on FA & integrations to closely work with Gordon (PaaS/IaaS) which is a critical component for success. OCS need to collaborate and leverage the WSP knowledge that SC team, and DEV team has with CSM.",TRUE
AMBER,"Requested customer to let Oracle know ahead of schedule on their testing like this.  They have concerns on archiving & purging; Suggested them to plan for the activities in their project plan, and requested them to provide me with the design review.",TRUE
AMBER,"This project is a different project for another business unit within customer, and the collaboration within customer ERP Cloud team is very critical.",TRUE
GREEN,Working on providing the feedback.  Consulting has identified a resource to work with customer to estimate the CDM effort. Provided my feedback after reviewing the CDM use cases from customer and recommended engaging OCS/consulting engagement as the use cases requires consultative engagement.,TRUE
GREEN,Schedule is on target,TRUE
AMBER,There are likely to be minor delays in the schedule up to 30 days,TRUE
RED,There will be delays of greater than 30 days,TRUE
GREEN,Scope is in line with agreed business case,TRUE
AMBER,There are likely to be minor changes in scope to original business case,TRUE
RED,There will be significant change in the scope delivered by the project,TRUE
GREEN,Cost is on target,TRUE
AMBER,"There is likely to be a cost overrun to the originally agreed budget by up to 10% or < $50,000 or  and under run of up to > 10% or < $100,000",TRUE
RED,There is highly likely there will be cost overrun to the originally agreed budget,TRUE
GREEN,Benefits are on target,TRUE
AMBER,There is likely to be a reduction in benefits of up to 10%,TRUE
RED,It is highly likely that there will be a reduction in benefits of > 10%,TRUE
AMBER,"An issue has been identified that is driving the project over budget, and corrective action is being taken. If the underlying issue has not been identified or no mitigation is possible, report as Red",TRUE
RED,The underlying issue that drove the project over budget has not been corrected and executive management attention is required,TRUE
GREEN,"The underlying issue that drove the project over budget has been corrected and the overage recovered, or the adjusted budget has been approved",TRUE
GREEN,Not an acceptable transition in a single period,TRUE
RED,"Cumulative capital spending more than 5% over budget or operating expenses more than 10% over budget, or an anticipated event is expected to put the project over these limits",TRUE
AMBER,"Cumulative capital spending more than 3% over budget or operating expenses more than 5% over budget, or an anticipated event is expected to put the project over these limits",TRUE
GREEN,Cumulative capital spending not more than 3% over budget and operating expenses not more than 5% over budget and no anticipated events are expected to change this state,TRUE
RED,Escalated need help to resolve,TRUE
AMBER,Can handle within team but flagging potential escalation,TRUE
GREEN,Can handle within team,TRUE
RED,The project requires remedial action to achieve objectives.  The timeline/cost/objectives are at risk,TRUE
RED,"Raise to the Project Board and complete an Exception Report to explain or an RFC to gain approval for budget, time or scope changes.",TRUE
AMBER,The project has a problem but action is being taken to resolve this OR a potential problem has been identified and no action may be taken at this time but it is being carefully monitored.  The timeline/cost/objectives may be at risk,TRUE
AMBER,Raise awareness to the Project Board. The Project Director will determine if an Exception Report is necessary.,TRUE
GREEN,The project is on target to succeed.  The timeline/cost/objectives are within plan,TRUE
RED,High Risk and/or serious project issues are in motion,TRUE
RED,A problem needs serious attention and action now,TRUE
AMBER,"Not complete, in progress, a risk but not an issue yet",TRUE
GREEN,"On track, in progress and complete to plan, no issues",TRUE
GREEN,"Completed, finished and handed over to another responsibility",TRUE
RED,Requirements have been delayed due to customer changes,TRUE
GREEN,Customer project funding has been approved,TRUE
GREEN,Project on track for first milestone,TRUE
GREEN,Overall the project is 25% complete,TRUE
GREEN,The team has started on the key tasks and progressing well.,TRUE
RED,Task delayed as no capacity present,TRUE
GREEN,Task is back on track as the requirements have been received.,TRUE
RED,Live date is delayed by one week due to image asset delays.  This may move further depending on when they are supplied,TRUE
GREEN,"Timelines for this project are aggressive, but attainable. The project will need to be kept on task and decisions will need to be made quickly.  Currently, the project is on schdedule with great cooperation from everyone involved",TRUE
AMBER,"A number of risks on this project exists, including the limited number of resources available.  Mitigation of theses risks will be key to a successful implementation",TRUE
RED,Strong probability that project dates and quality will be impacted.  Schedule resource or scope changes will probably be needed.,TRUE
AMBER,"Good probability that project dates and quality will be met.  Scheudle, resource or scope changes maybe be needed.",TRUE
GREEN,Project dates and quality are being met.,TRUE
RED,Owner has not provided access to the work site,TRUE
RED,Project Plan and resource tasks are late due to missing PM.  Unable to access floors beneath main library,TRUE
GREEN,"The initial results are promising, and once the peer review will be completed, it will be moved to the QA environment for the customers' approval.",TRUE
AMBER,We started this task 4 days late due to the change request of the additional graph.,TRUE
RED,"Given the current sprint plan, we will not be able to deliver this item in the sprint.  Additional resources will be needed to complete this task",TRUE
RED,"The requirements are still not signed off by the business.  If requiremnts are not signed off, this requirement will be descoped from this phase.",FALSE
GREEN,"The task assigned to me is on track for approval, and I may leave it there by the end of November. It is a very complicated task.",FALSE
GREEN,The task assigned to me is on track to arrive in the next phase.,FALSE
GREEN,"The task assigned to me is on track to be completed within one week. However, a lot of the work will not be the easiest to fulfill as it takes months to complete one task at a time.",FALSE
GREEN,"The task assigned to me is on track and I'm ready for the next installment in my ""Batch-A-Batch"" series of articles, especially where my main focus is on the game's unique character types and the gameplay.",FALSE
GREEN,"The task assigned to me is on track.  It appears to us that the mission is over for a new generation, and as a result, the first lady has an opportunity to run for the job as head of a new nation.",FALSE
GREEN,The task assigned to me is on track in a few weeks where you might be able to have other projects that you want to do.,FALSE
GREEN,"The task assigned to me is on track to become a world-class actor and comedian, with a reputation for comedy as well as acting. But that doesn't mean we won't hit a record.",FALSE
GREEN,The task assigned to me is on track to meet all requirements but as the project progresses there are a few questions I want to be able to answer.,FALSE
GREEN,"The task assigned to me is on track by Monday, for one of six trips we are currently taking to the New World, including an excursion across four continents in the South Pacific.",FALSE
GREEN,The task assigned to me is on track today to complete a detailed tour and show people what we are about.,FALSE
GREEN,"The task assigned to me is on track to make a major change to the way we're set up to handle the data. If you don't plan on taking a year off as soon as this year begins, you're better off buying one now for future updates.",FALSE
GREEN,The task assigned to me is on track and for which I hope to reach agreement at the end of the summer.,FALSE
GREEN,"The task assigned to me is on track, but it has a couple of other challenges.",FALSE
GREEN,The task assigned to me is on track for a month-end delivery so I'm going to have to spend lots of time working with new people before I get around to it.,FALSE
GREEN,"The task assigned to me is on track for the next week, so it looks like it'll take the first week or so",FALSE
GREEN,The task assigned to me is on track to become the first person I've built a project online to be able to make it happen. It's time to step out onto that balcony!,FALSE
GREEN,"The task assigned to me is on track with the next few, as far as my plans are concerned. I'm working on some new music for our upcoming episode.",FALSE
GREEN,The task assigned to me is on track if all is met in the future. But that is too much work to do. ,FALSE
GREEN,The task assigned to me is on track to get there.,FALSE
GREEN,"The task assigned to me is on track to win the Democratic nomination — and, ultimately, an open House seat.",FALSE
GREEN,The task assigned to me is on track but not much else to do,FALSE
GREEN,"The task assigned to me is on track for my first full time job, no questions asked. I just need to make sure everyone has good reason.",FALSE
GREEN,"The task assigned to me is on track to become a leader in the future. In the next few months, we have to figure out how we do it.",FALSE
GREEN,"The task assigned to me is on track.  My goal is to work on my story and get up to speed with the real world, and do some work related to my own story.",FALSE
GREEN,The task assigned to me is on track to complete it by the end of this decade. I've gotten a good degree of confidence from it. I've started to notice that I've gotten better.,FALSE
GREEN,The task assigned to me is on track for my first season. I think that I will be quite good this year and I am looking forward to going to Barcelona next year I hope.,FALSE
GREEN,The task assigned to me is on track in time for the opening of your office in your family's living room.,FALSE
GREEN,The task assigned to me is on track to get up to speed on my results.,FALSE
GREEN,"The task assigned to me is on track by nature, and will be accomplished when the current number of members is reached.",FALSE
GREEN,The task assigned to me is on track to become one of the main reasons I love my new toy.,FALSE
GREEN,The task assigned to me is on track. I'll do my best.,FALSE
GREEN,The task assigned to me is on track to meet that goal soon.,FALSE
GREEN,The task assigned to me is on track to begin on October 1st 2014.,FALSE
GREEN,The task assigned to me is on track to produce a full-length song.,FALSE
GREEN,"The task assigned to me is on track to produce a ""top 100 highest rated web address"" on the Web site. I'm not going to write up any more of the new rankings. We are both doing really good work.",FALSE
GREEN,"The task assigned to me is on track to be completed this summer. I still have some big plans for this year, but I'm not ready to be ready for a good couple months.",FALSE
GREEN,The task assigned to me is on track to be finished in July.,FALSE
GREEN,"The task assigned to me is on track for completion by the end of the month. If you're interested in participating in the program, I've included the registration form on the left that I used to submit the question.",FALSE
GREEN,The task assigned to me is on track to be one of the world's most prolific novelists - and many do it in the same spirit that he does: to keep everything from turning out the way it looks.,FALSE
GREEN,The task assigned to me is on track for completion. After that I have my chance to make a small change for the better.,FALSE
GREEN,The task assigned to me is on track once the process is complete.,FALSE
GREEN,"The task assigned to me is on track, and I am so excited to be part of this amazing team that will make you happy!!""",FALSE
GREEN,The task assigned to me is on track,FALSE
GREEN,The task assigned to me is on track. It will eventually open up a whole new world of possibilities.,FALSE
GREEN,The task assigned to me is on track to be completed at the end of next year,FALSE
GREEN,The task assigned to me is on track to meet this next morning: To get to the point where this can be done. I've worked hard on this project for more than 20 years now and I know that it would be a success if we started this now. ,FALSE
GREEN,"The task assigned to me is on track as well, but that is just the start.",FALSE
GREEN,The task assigned to me is on track for completion.,FALSE
GREEN,The task assigned to me is on track to achieve completion of this assignment within a week of its completion.,FALSE
GREEN,The task assigned to me is on track. Will provide more details in my next post.,FALSE
GREEN,The task assigned to me is on track for January 2019.,FALSE
GREEN,The task assigned to me is on track to make a successful introduction to science fiction in 2016. I hope to publish something in 2017 or 2018.,FALSE
GREEN,The task assigned to me is on track for the second generation of the new system. It will use the latest technologies of the industry to develop the software solutions that meet our customers.,FALSE
GREEN,The task assigned to me is on track to finish as soon as possible.,FALSE
GREEN,"The task assigned to me is on track to become an effective head coach, but now is one of the great challenges for me to do what I've always wanted to do: coach hard. I'm working on this now, so I hope to keep this long.",FALSE
GREEN,The task assigned to me is on track to be completed by the end of the year. No sooner is it finished than I receive the request from the IRS to collect this amount as payment.,FALSE
GREEN,The task assigned to me is on track and willing to go.,FALSE
GREEN,"The task assigned to me is on track to achieve an outstanding score during my career this year with the University of Minnesota, and I want to do just that.",FALSE
GREEN,"The task assigned to me is on track to be the first of what will be a larger collection of ""specialties"".",FALSE
GREEN,"The task assigned to me is on track to be completed by October. It was very rewarding, but it comes at the end of the day when you need to understand the problem and get things working. ",FALSE
GREEN,The task assigned to me is on track to become President Donald Trump's first female President as soon as I'm sworn into office on Jan. 20.,FALSE
GREEN,The task assigned to me is on track to reach that end by 2045... It needs to be done right.,FALSE
GREEN,The task assigned to me is on track. It is time to send my findings. ,FALSE
GREEN,"The task assigned to me is on track at present, and the next step needs to be to work together with local organisations to develop a programme in place.",FALSE
GREEN,The task assigned to me is on track for a completion rate of over 20% when finished the morning without leaving the room after 12 p.m.,FALSE
GREEN,The task assigned to me is on track for release by the year 2000,FALSE
GREEN,The task assigned to me is on track with the results that have been reached.,FALSE
GREEN,The task assigned to me is on track to be completed to a completion date of the spring.,FALSE
GREEN,"The task assigned to me is on track but I could get it done in about one day, so I'm going to need a group of people to help me build that.",FALSE
GREEN,The task assigned to me is on track to finish.  It is a difficult task because many of the key ideas I came up with during my time,FALSE
GREEN,The task assigned to me is on track to achieve an impactful policy change.,FALSE
GREEN,"The task assigned to me is on track to be a success, if not a failure.",FALSE
GREEN,"The task assigned to me is on track - if I don't manage to get there, I'll still have to manage to get here again.",FALSE
GREEN,The task assigned to me is on track to happen on November 21.,FALSE
GREEN,"The task assigned to me is on track for the next year or so, which should be easy. So let's begin.",FALSE
GREEN,The task assigned to me is on track to become a full-time member of the team,FALSE
GREEN,The task assigned to me is on track to be completed within two months.,FALSE
GREEN,The task assigned to me is on track. He understands it would have been different with style.,FALSE
GREEN,"The task assigned to me is on track to begin work soon, it's all well and good. ",FALSE
GREEN,"The task assigned to me is on track to reach 40 at the end of the season. But I am certainly pleased about the progress of this summer, and look forward to going through the process and being fully ready for the start of the 2016-17 season",FALSE
GREEN,"The task assigned to me is on track to do as many as 7,000, 8,000, 10,000 and 20,000 work days per year in the year 2050. That's 4,000 of whom do the research. You are working right right now in the field.",FALSE
GREEN,The task assigned to me is on track to make a video. I will send it out to the general public in just a few hours.,FALSE
GREEN,The task assigned to me is on track and I am ready and willing to assist you as soon as possible.,FALSE
GREEN,The task assigned to me is on track to become a man in the 21st century.,FALSE
GREEN,The task assigned to me is on track and should be completed within six months,FALSE
GREEN,The task assigned to me is on track to surpass that milestone as soon as we begin producing a full-fledged game to date.,FALSE
GREEN,The task assigned to me is on track to meet the goal of developing a more effective version of the new system,FALSE
GREEN,The task assigned to me is on track for completion and you've done it in 1-2 weeks (or after that). But I'm really excited for other areas.,FALSE
GREEN,The task assigned to me is on track to complete the review. I'd like to share my results with everyone so they can see the next steps and to let you know how much I like my work and take pride in being a part of it while at the same time giving what I feel is the best time to do it.,FALSE
GREEN,"The task assigned to me is on track to have another day, but if the team is not there then I'm going to miss the rest of the team.",FALSE
GREEN,"The task assigned to me is on track. It doesn't take much effort, but it takes a lot of dedication.",FALSE
GREEN,The task assigned to me is on track to become a more accurate version of our time. This is a true work that has been made possible and is meant to help those in the past make a difference.,FALSE
GREEN,The task assigned to me is on track for success.,FALSE
GREEN,"The task assigned to me is on track to reach a point where I am not just trying to get in. Not on track is only a little bit, but it will take the extra time for me.",FALSE
GREEN,"The task assigned to me is on track, both in the knowledge of my own experience and those of the other candidates",FALSE
AMBER,The task assigned to me is at risk of increasing as my family grows. It might be worth it to do so. I might need to take a walk down memory lane to consider my options before deciding.,FALSE
AMBER,The task assigned to me is at risk and would probably take a few weeks to complete. There is also that time frame that will be helpful in determining that my own life is not quite fulfilling the potential benefits that I've given to those around me.,FALSE
AMBER,The task assigned to me is at risk. Is a very low level of risk,FALSE
AMBER,"The task assigned to me is at risk of getting more work that I wasn't even at after years of this. But of course, it's a challenge to do something for years that I didn't do for many years. It'd be good if they could do it for me now.",FALSE
AMBER,The task assigned to me is at risk while the others are being held up with more stringent checks.,FALSE
AMBER,The task assigned to me is at risk. I cannot be held accountable for what has taken place. ,FALSE
AMBER,The task assigned to me is at risk of being taken forgery.,FALSE
AMBER,The task assigned to me is at risk of being turned and the task assigned to me by the employer is at risk of being turned and the employer has no choice but to perform the work.,FALSE
AMBER,The task assigned to me is at risk; so it does not make me any less worthy to be a commander in chief.,FALSE
AMBER,The task assigned to me is at risk if these guys end up going down.,FALSE
AMBER,"The task assigned to me is at risk of being ignored by the Government. In doing so, it has to face up to its responsibility to ensure that, when required, we do not leave any residue on a list of the things it will wish to carry out.",FALSE
AMBER,"The task assigned to me is at risk of turning out to be another example of the way the Government intends to use an opportunity to abuse parliamentary immunity to impose its own agenda, not on the opposition itself.",FALSE
AMBER,"The task assigned to me is at risk for misappropriation, and, in my own opinion, is unwise.",FALSE
AMBER,The task assigned to me is at risk of being forgotten if you give people a call in the meantime.,FALSE
AMBER,The task assigned to me is at risk of being replaced.,FALSE
AMBER,The task assigned to me is at risk of a catastrophic breakdown in communications. ,FALSE
AMBER,The task assigned to me is at risk of getting to that time on the road with my partner.,FALSE
AMBER,The task assigned to me is at risk of becoming a total disaster if I don't take action to protect the safety.,FALSE
AMBER,The task assigned to me is at risk if and when it passes the security clearance. It will be important to keep track of the individuals involved in the case in order not to waste any time and resources.,FALSE
AMBER,The task assigned to me is at risk of being overlooked. ,FALSE
AMBER,"The task assigned to me is at risk of destroying a project without our knowledge, our support, our capacity and, yes, even our livelihood. ",FALSE
AMBER,The task assigned to me is at risk of being terminated with prejudice or a denial of the right to vote.,FALSE
AMBER,The task assigned to me is at risk to my own safety.,FALSE
AMBER,"The task assigned to me is at risk, however, and it's important to recognize my limitations.",FALSE
AMBER,The task assigned to me is at risk unless I keep on making people look bad because they will lose their job and face the brunt of this economic calamity.,FALSE
AMBER,"The task assigned to me is at risk of being a distraction, and I have to figure out what is needed",FALSE
AMBER,"The task assigned to me is at risk of a lawsuit or a public service announcement by an individual with whom I might disagree, because in my opinion I am more qualified, but would not necessarily have the ability to make statements to this effect.",FALSE
AMBER,The task assigned to me is at risk of not being fulfilled.,FALSE
AMBER,The task assigned to me is at risk and not at liberty to be left as the victim who gave this order,FALSE
AMBER,The task assigned to me is at risk and I am not an expert.,FALSE
AMBER,"The task assigned to me is at risk, and if I fail it might mean failure in the years ahead",FALSE
AMBER,The task assigned to me is at risk of being destroyed after several days.,FALSE
AMBER,"The task assigned to me is at risk. While this is an active and exciting time for me, it is not the time to wait around, to take the course in the future.",FALSE
AMBER,"The task assigned to me is at risk, we will not be able to go on without you in a matter of days.",FALSE
AMBER,The task assigned to me is at risk of becoming over-confident.,FALSE
AMBER,The task assigned to me is at risk of extinction. ,FALSE
AMBER,The task assigned to me is at risk of being interrupted by an urgent warning.,FALSE
AMBER,The task assigned to me is at risk of losing my job.,FALSE
AMBER,"The task assigned to me is at risk of being lost unless we are willing to spend at least $25,000,000 on this service.",FALSE
AMBER,"The task assigned to me is at risk if we don't use the technology more thoroughly, I don't think it will help.",FALSE
AMBER,The task assigned to me is at risk of being called a 'hacker of the moment.' I don't have the resources to keep myself informed of these events and to protect myself against them. ,FALSE
AMBER,The task assigned to me is at risk of being lost if I decide to give a job search to an individual I see for whom I've never worked before.,FALSE
AMBER,"The task assigned to me is at risk of taking into account its many technical, cultural and demographic challenges.",FALSE
AMBER,The task assigned to me is at risk due to poor organization of the funds. The next task is to make the process transparent to the public. ,FALSE
AMBER,The task assigned to me is at risk of losing my job as a contractor in the coming years... which will hurt the ability of my colleagues to recruit and retain staff.,FALSE
AMBER,"The task assigned to me is at risk by a few small, but very effective ones, if I am only correct, for a while, to reduce the possibility of a future catastrophe occurring.",FALSE
AMBER,"The task assigned to me is at risk this month; the two days I'm scheduled for the rest of next month will be spent working on my plan and meeting my objectives; at the moment, I'm working on my last round of plans. And I can only use that as a starting point: the meeting will resume next month.",FALSE
AMBER,The task assigned to me is at risk of being done by individuals that would have done the best job I could get at it.,FALSE
AMBER,"The task assigned to me is at risk of going back for a round, because I have nothing to do. ",FALSE
AMBER,The task assigned to me is at risk of being in direct conflict between one side and the other. I will advise you to make a decision about your options before you decide to engage in direct conflicts.,FALSE
AMBER,The task assigned to me is at risk as the result would have to be within the scope of the program.,FALSE
AMBER,"The task assigned to me is at risk, and I'll have to do my part.",FALSE
AMBER,The task assigned to me is at risk for being overrun. ,FALSE
AMBER,The task assigned to me is at risk of being derailed if I do not do my job.,FALSE
AMBER,The task assigned to me is at risk of being in a position of ultimate control.,FALSE
AMBER,"The task assigned to me is at risk. It is going to mean that I will be in a terrible environment, and I will be faced with a whole multitude of challenges, from a potential employer to a potential customer.",FALSE
AMBER,"The task assigned to me is at risk of getting cut back and the budget cuts may be implemented with limited speed. But it's certainly fair to say that there's not one single individual that I'd like to lose due to a financial crash, without a better understanding of what's going on.",FALSE
AMBER,"My job is to ensure the resolution has been unanimously passed. In this regard, the current vote is only a little harder because the countries involved have shown some remarkable resolve to end this. It is a very bad sign that this will happen.",FALSE
AMBER,The task assigned to me is at risk of being in the wrong place at the wrong time or wrong time with my job.,FALSE
AMBER,The task assigned to me is at risk of being taken over by the Federal Government.,FALSE
AMBER,"The task assigned to me is at risk of being overwhelmed, even though I am a good one.",FALSE
AMBER,The task assigned to me is at risk of being ignored and perhaps abandoned from my personal life.,FALSE
AMBER,"The task assigned to me is at risk, with both the individual and the collective responsibility to mitigate the risks. ",FALSE
AMBER,"The task assigned to me is at risk over the next few weeks, as it is important that my life is preserved to provide for the future.",FALSE
AMBER,The task assigned to me is at risk if I do not reach all the required levels of detail and are involved as a consultant. ,FALSE
AMBER,The task assigned to me is at risk. We are about to engage.,FALSE
AMBER,"The task assigned to me is at risk of being a blow, and I'm certain that you will get a chance to handle that as well.",FALSE
AMBER,The task assigned to me is at risk as far as that relates to the physical presence of the virus at this phase in development of infection.,FALSE
AMBER,The task assigned to me is at risk. We're going to need to be able to get the whole thing sorted out before doing anything else. I'm certainly looking forward to the day when it's all sorted out and that's the end of it all.,FALSE
AMBER,"The task assigned to me is at risk. I'm afraid that if there were to be any direct contacts, that would likely result in an increase in hostilities.",FALSE
AMBER,"The task assigned to me is at risk, there's no clear rule in the book.",FALSE
AMBER,"The task assigned to me is at risk of doing more harm than good. I don't think I'm doing enough to help. I think I've got my share of problems, and that's just part of the problem. ",FALSE
AMBER,"The task assigned to me is at risk of repeating. I think I'll start this month with an application, and make some sort of public announcement if I decide to follow through.",FALSE
AMBER,The task assigned to me is at risk in terms of my health. ,FALSE
AMBER,The task assigned to me is at risk of not allowing this to happen with the rest of life.,FALSE
AMBER,The task assigned to me is at risk. My body does not know this. I am the one responsible for my own actions. I am the one in control.,FALSE
AMBER,"The task assigned to me is at risk for failure, but I am not at the mercy of someone else that can help.",FALSE
AMBER,The task assigned to me is at risk if he does not act now when I do not even want to and if I do not have time tomorrow to think and carry on.,FALSE
AMBER,"The task assigned to me is at risk.  Mentally and emotionally, I have nothing to learn. This would seem to contradict both of my own goals and all the other ideas I am trying so hard to set out.",FALSE
AMBER,The task assigned to me is at risk now. In the interim I think that the most effective approach is to begin with the training sessions conducted by your own staff.,FALSE
AMBER,"The task assigned to me is at risk of being replaced by these people. Of course I would ask them to work with me and would say that it is the same as everyone else, but I am worried about what if anything is wrong with some people who do not want to work.",FALSE
AMBER,The task assigned to me is at risk to our mission.,FALSE
